,img,objects
1431,covid_memes_860.png,person dog
1432,covid_memes_3437.png,laptop person person laptop broccoli
1433,covid_memes_3301.png,person
1434,covid_memes_5563.png,person person
1435,covid_memes_4913.png,frisbee cup
1436,covid_memes_5633.png,person person
1437,covid_memes_512.png,person person
1438,covid_memes_4158.png,person person
1439,covid_memes_5765.png,tie person person tv
1440,covid_memes_3089.png,tv
1441,covid_memes_2477.png,person person tie
1442,covid_memes_2953.png,bear person tie
1443,covid_memes_2631.png,person person book book
1444,covid_memes_3880.png,person person
1445,covid_memes_4895.png,bird person dog
1446,covid_memes_4933.png,person tv oven
1447,covid_memes_4878.png,
1448,covid_memes_3616.png,person person person person chair person potted plant
1449,covid_memes_4677.png,person person person person
1450,covid_memes_2174.png,tie person person person person
1451,covid_memes_4332.png,dog
1452,covid_memes_2474.png,person
1453,covid_memes_546.png,tie person tie person
1454,covid_memes_5764.png,person
1455,covid_memes_739.png,bottle bottle bottle bottle bottle refrigerator sports ball bottle
1456,covid_memes_861.png,toilet
1457,covid_memes_4570.png,person tie person tie person
1458,covid_memes_2523.png,person person tie tv person tv person
1459,covid_memes_4456.png,person person
1460,covid_memes_398.png,person person person
1461,covid_memes_5761.png,tie person person person person handbag tie laptop
1462,covid_memes_2642.png,person
1463,covid_memes_96.png,person person dog
1464,covid_memes_4959.png,person cell phone
1465,covid_memes_4546.png,hot dog hot dog
1466,covid_memes_2201.png,person tie person person
1467,covid_memes_2806.png,person person person person person person person person
1468,covid_memes_549.png,person person person person person tie person tie person person person tie
1469,covid_memes_5415.png,person bench
1470,covid_memes_5358.png,cat
1471,covid_memes_5389.png,cat person
1472,covid_memes_2995.png,person person bottle bottle bottle bottle
1473,covid_memes_2851.png,person person
1474,covid_memes_2168.png,person person
1475,covid_memes_2405.png,person person person tie person clock
1476,covid_memes_3126.png,person person person person person remote
1477,covid_memes_5603.png,person tie vase
1478,covid_memes_4076.png,person
1479,covid_memes_939.png,hot dog hot dog cell phone
1480,covid_memes_395.png,person person car
1481,covid_memes_2826.png,person dog oven cup potted plant sink refrigerator
1482,covid_memes_464.png,dog cat
1483,covid_memes_5352.png,person person person person person person tie person vase
1484,covid_memes_2850.png,person person
1485,covid_memes_5776.png,tie person person person person person cell phone
1486,covid_memes_4952.png,person person person person person person person person person
1487,covid_memes_4055.png,person person person person
1488,covid_memes_4216.png,person vase
1489,covid_memes_3040.png,person
1490,covid_memes_2667.png,person person remote chair chair chair bird
1491,covid_memes_771.png,person cup person person banana person person person oven
1492,covid_memes_3513.png,person person frisbee person person frisbee
1493,covid_memes_4368.png,person person person person
1494,covid_memes_5674.png,person tie person person tie teddy bear fire hydrant
1495,covid_memes_4670.png,person chair
1496,covid_memes_4495.png,person
1497,covid_memes_2445.png,person person person person person tie tie person tie person
1498,covid_memes_390.png,person
1499,covid_memes_4706.png,dog
1500,covid_memes_2188.png,person tie
1501,covid_memes_4314.png,person person person person person person tv
1502,covid_memes_514.png,person person
1503,covid_memes_3759.png,person person person
1504,covid_memes_5441.png,person tie
1505,covid_memes_95.png,cat fork cup bowl
1506,covid_memes_4224.png,person person person
1507,covid_memes_2803.png,person person
1508,covid_memes_4434.png,person person
1509,covid_memes_274.png,person
1510,covid_memes_5660.png,bird clock cell phone
1511,covid_memes_5426.png,person sports ball person
1512,covid_memes_3607.png,person person tie tie
1513,covid_memes_3010.png,person
1514,covid_memes_3524.png,person person apple tie apple
1515,covid_memes_330.png,person tie
1516,covid_memes_5630.png,tie tie person tie tie person person person person
1517,covid_memes_785.png,person chair couch
1518,covid_memes_3875.png,person tie person tie book suitcase
1519,covid_memes_4628.png,
1520,covid_memes_3645.png,person person bottle person
1521,covid_memes_3195.png,
1522,covid_memes_5697.png,person cell phone tv
1523,covid_memes_3569.png,cat
1524,covid_memes_373.png,person
1525,covid_memes_3999.png,banana person
1526,covid_memes_4908.png,
1527,covid_memes_857.png,person person bottle bottle bottle bottle
1528,covid_memes_4502.png,
1529,covid_memes_3876.png,person person person person person
1530,covid_memes_774.png,
1531,covid_memes_2567.png,
1532,covid_memes_2237.png,
1533,covid_memes_4391.png,person tie
1534,covid_memes_2963.png,bottle person bowl person person vase bottle
1535,covid_memes_2293.png,person dog
1536,covid_memes_42.png,person
1537,covid_memes_4936.png,person person
1538,covid_memes_5678.png,person person couch dining table
1539,covid_memes_4701.png,person person person person
1540,covid_memes_881.png,
1541,covid_memes_5.png,
1542,covid_memes_2189.png,person frisbee person person tie
1543,covid_memes_4807.png,clock sheep
1544,covid_memes_648.png,person person person person person person person person person dog
1545,covid_memes_626.png,person person person person chair baseball glove
1546,covid_memes_534.png,person person
1547,covid_memes_4723.png,person clock cup bottle
1548,covid_memes_2540.png,person tv
1549,covid_memes_622.png,person tie bottle bottle
1550,covid_memes_4191.png,person person person person person person
1551,covid_memes_3228.png,person person backpack person person person person person person handbag person person person
1552,covid_memes_4857.png,person person person person
1553,covid_memes_5575.png,person person
1554,covid_memes_4253.png,person person person tie bottle
1555,covid_memes_2387.png,person person person chair bottle banana person person
1556,covid_memes_5718.png,
1557,covid_memes_4417.png,tie tie person person tv
1558,covid_memes_706.png,person person person person
1559,covid_memes_2904.png,person keyboard tv
1560,covid_memes_680.png,
1561,covid_memes_5542.png,person tie
1562,covid_memes_2942.png,person person laptop person
1563,covid_memes_2701.png,person person
1564,covid_memes_3638.png,person person
1565,covid_memes_577.png,person person person sports ball
1566,covid_memes_3980.png,clock
1567,covid_memes_3602.png,person
1568,covid_memes_4702.png,person
1569,covid_memes_49.png,person
1570,covid_memes_4874.png,person person person person
1571,covid_memes_2799.png,dog
1572,covid_memes_3115.png,person person person person person person
1573,covid_memes_4614.png,person hot dog carrot bowl carrot hot dog carrot
1574,covid_memes_3481.png,person person car
1575,covid_memes_4230.png,remote
1576,covid_memes_3805.png,
1577,covid_memes_653.png,person person person tie person tie tie person tie book
1578,covid_memes_2603.png,person cake person dining table stop sign
1579,covid_memes_3151.png,person person person chair person person person person person person person chair person person person person person person
1580,covid_memes_4695.png,person
1581,covid_memes_4300.png,person person dog
1582,covid_memes_2322.png,tie person tie person person
1583,covid_memes_2208.png,person
1584,covid_memes_4356.png,chair person
1585,covid_memes_5613.png,
1586,covid_memes_887.png,person tie tv tie
1587,covid_memes_795.png,person person person tie tie
1588,covid_memes_2907.png,person tie
1589,covid_memes_2816.png,
1590,covid_memes_3747.png,person
1591,covid_memes_5628.png,person person couch
1592,covid_memes_3907.png,person
1593,covid_memes_2296.png,person
1594,covid_memes_4911.png,dog
1595,covid_memes_781.png,person tie toilet
1596,covid_memes_3819.png,person person person person person person person cell phone
1597,covid_memes_3423.png,person person
1598,covid_memes_2573.png,person person tie person dog person person
1599,covid_memes_5711.png,person tie person
1600,covid_memes_3826.png,person person cup person person
1601,covid_memes_3802.png,person
1602,covid_memes_868.png,
1603,covid_memes_3127.png,person
1604,covid_memes_4573.png,person person
1605,covid_memes_2155.png,person person tie person tie person tie
1606,covid_memes_5642.png,person
1607,covid_memes_5485.png,person person tie person
1608,covid_memes_5612.png,
1609,covid_memes_697.png,person person person person person person refrigerator person
1610,covid_memes_736.png,book book remote book
1611,covid_memes_4992.png,vase
1612,covid_memes_5621.png,person person person
1613,covid_memes_4567.png,person person tie
1614,covid_memes_5584.png,person
1615,covid_memes_2318.png,person
1616,covid_memes_3766.png,person
1617,covid_memes_3504.png,person person person person tv
1618,covid_memes_5641.png,person
1619,covid_memes_459.png,person
1620,covid_memes_3997.png,person tie remote
1621,covid_memes_362.png,cat person
1622,covid_memes_348.png,person
1623,covid_memes_287.png,person
1624,covid_memes_5741.png,person person
1625,covid_memes_5244.png,person person
1626,covid_memes_3717.png,person person person person person person person
1627,covid_memes_328.png,person person person person cup person
1628,covid_memes_4256.png,person person cup
1629,covid_memes_487.png,person
1630,covid_memes_2754.png,person person cup chair
1631,covid_memes_518.png,person truck truck
1632,covid_memes_3783.png,person person person person person person person person person person person person person person person person person person person person person person person person person backpack
1633,covid_memes_4631.png,
1634,covid_memes_2545.png,person
1635,covid_memes_50.png,person bottle chair clock
1636,covid_memes_567.png,person person person person person person
1637,covid_memes_713.png,person tie
1638,covid_memes_2426.png,
1639,covid_memes_3033.png,person dog
1640,covid_memes_903.png,donut donut donut donut donut donut donut donut donut donut donut donut donut donut donut donut donut donut donut donut donut donut donut donut
1641,covid_memes_2488.png,person person person
1642,covid_memes_557.png,person
1643,covid_memes_4278.png,person person person
1644,covid_memes_2213.png,suitcase stop sign
1645,covid_memes_283.png,person book person chair
1646,covid_memes_438.png,person
1647,covid_memes_3219.png,person person person
1648,covid_memes_3146.png,person
1649,covid_memes_2683.png,person backpack
1650,covid_memes_3093.png,person person person tie tie
1651,covid_memes_424.png,
1652,covid_memes_609.png,person
1653,covid_memes_420.png,teddy bear
1654,covid_memes_2480.png,person person person
1655,covid_memes_5567.png,person tie potted plant
1656,covid_memes_4766.png,person tie
1657,covid_memes_4373.png,person cup
1658,covid_memes_2536.png,person tie tie person
1659,covid_memes_368.png,person cell phone person snowboard
1660,covid_memes_2432.png,
1661,covid_memes_3852.png,person person person
1662,covid_memes_3916.png,car person tv
1663,covid_memes_2859.png,person person person
1664,covid_memes_5429.png,tie person person
1665,covid_memes_4572.png,dog dog
1666,covid_memes_2530.png,person person
1667,covid_memes_2992.png,person
1668,covid_memes_2185.png,person person person tie person tie person handbag person
1669,covid_memes_990.png,person
1670,covid_memes_2294.png,dog
1671,covid_memes_263.png,person person person person
1672,covid_memes_5635.png,person person
1673,covid_memes_2465.png,
1674,covid_memes_2991.png,
1675,covid_memes_3829.png,person person person
1676,covid_memes_384.png,person book bicycle
1677,covid_memes_869.png,dog couch
1678,covid_memes_2823.png,person chair
1679,covid_memes_3789.png,person
1680,covid_memes_4129.png,person person baseball glove
1681,covid_memes_4395.png,person vase person
1682,covid_memes_91.png,person person person person clock car
1683,covid_memes_5507.png,person person dog person person person
1684,covid_memes_4467.png,person person person person chair dining table chair bench person book person chair
1685,covid_memes_2613.png,person person person chair cup dining table
1686,covid_memes_4611.png,suitcase suitcase
1687,covid_memes_4152.png,
1688,covid_memes_5375.png,person bench remote chair
1689,covid_memes_64.png,person person laptop couch book couch couch
1690,covid_memes_565.png,person person person person tv
1691,covid_memes_850.png,person person
1692,covid_memes_2950.png,person
1693,covid_memes_2587.png,tie person person person person person cell phone
1694,covid_memes_4268.png,
1695,covid_memes_3683.png,donut
1696,covid_memes_3189.png,person person cat
1697,covid_memes_3657.png,person
1698,covid_memes_2727.png,person tv tv
1699,covid_memes_5494.png,person person person tie car
1700,covid_memes_2525.png,person handbag person
1701,covid_memes_3623.png,person person tv cat tv
1702,covid_memes_981.png,person person bottle bottle bottle
1703,covid_memes_2169.png,person
1704,covid_memes_613.png,person person person book backpack
1705,covid_memes_4516.png,
1706,covid_memes_282.png,person
1707,covid_memes_3973.png,suitcase
1708,covid_memes_5662.png,person person person person person person
1709,covid_memes_400.png,tie person person person
1710,covid_memes_4162.png,bowl person
1711,covid_memes_3736.png,person car person person tv person person
1712,covid_memes_2447.png,backpack
1713,covid_memes_3252.png,person person
1714,covid_memes_4831.png,person person tie person dining table person person toaster car suitcase chair
1715,covid_memes_4064.png,person person person person person oven
1716,covid_memes_657.png,person person
1717,covid_memes_4226.png,person teddy bear person
1718,covid_memes_511.png,person person person person person person
1719,covid_memes_4439.png,bird dog
1720,covid_memes_3085.png,bottle bottle bottle bottle bottle
1721,covid_memes_5029.png,person
1722,covid_memes_4013.png,person person
1723,covid_memes_4418.png,person person
1724,covid_memes_4234.png,
1725,covid_memes_526.png,person person person
1726,covid_memes_3329.png,person dog dog
1727,covid_memes_4016.png,person
1728,covid_memes_5705.png,person
1729,covid_memes_4188.png,person
1730,covid_memes_2275.png,person
1731,covid_memes_4616.png,bird dog horse person
1732,covid_memes_258.png,person
1733,covid_memes_445.png,person person
1734,covid_memes_2630.png,person laptop person laptop potted plant laptop book chair dog dining table
1735,covid_memes_748.png,
1736,covid_memes_5125.png,person person person person person person person person
1737,covid_memes_3450.png,person
1738,covid_memes_4125.png,person car truck person
1739,covid_memes_958.png,person
1740,covid_memes_874.png,bottle umbrella chair
1741,covid_memes_4945.png,teddy bear
1742,covid_memes_2633.png,person person pizza clock donut
1743,covid_memes_4379.png,person
1744,covid_memes_413.png,person person person person person
1745,covid_memes_2267.png,person person tie laptop potted plant potted plant
1746,covid_memes_5675.png,person donut person handbag handbag
1747,covid_memes_4999.png,person person person handbag
1748,covid_memes_2382.png,person tie
1749,covid_memes_9.png,person
1750,covid_memes_351.png,person person person
1751,covid_memes_4977.png,person remote bed
1752,covid_memes_3842.png,person
1753,covid_memes_3797.png,
1754,covid_memes_4111.png,person person person person orange
1755,covid_memes_3400.png,person person tie dining table chair person
1756,covid_memes_5536.png,person person car person person person person tie tie tie
1757,covid_memes_4232.png,bird
1758,covid_memes_4798.png,person person person tie person person person
1759,covid_memes_905.png,person
1760,covid_memes_5707.png,person
1761,covid_memes_2599.png,person
1762,covid_memes_4275.png,person person person tennis racket tennis racket
1763,covid_memes_4341.png,person person tie tie tie person pizza person
1764,covid_memes_5666.png,person tie person
1765,covid_memes_4865.png,person potted plant
1766,covid_memes_711.png,person person
1767,covid_memes_3474.png,bird sports ball bird bird bird clock bird bird
1768,covid_memes_4292.png,person
1769,covid_memes_863.png,person bench person person person person bench person person
1770,covid_memes_4829.png,bottle
1771,covid_memes_60.png,person person person person person person person person person tie person person person person person bicycle
1772,covid_memes_3497.png,person person person person tv
1773,covid_memes_4353.png,dog dog sports ball
1774,covid_memes_4101.png,person
1775,covid_memes_4934.png,person bird
1776,covid_memes_4710.png,person person
1777,covid_memes_789.png,person person person person
1778,covid_memes_267.png,person
1779,covid_memes_544.png,
1780,covid_memes_33.png,person person person person person
1781,covid_memes_3609.png,person person person person
1782,covid_memes_4923.png,person person car
1783,covid_memes_2785.png,person person tie tv chair person person person laptop person hot dog person tv keyboard person
1784,covid_memes_2887.png,person tie dog couch couch
1785,covid_memes_3617.png,person person baseball glove person wine glass
1786,covid_memes_2591.png,person tie person person cup person person potted plant person tie chair tv person person
1787,covid_memes_3670.png,person person person car car truck tie car
1788,covid_memes_3076.png,person person person person person parking meter sheep person
1789,covid_memes_2517.png,person baseball bat
1790,covid_memes_2597.png,person person person tie person tie tie person bench
1791,covid_memes_2819.png,person person
1792,covid_memes_938.png,
1793,covid_memes_4462.png,person person person person person person person person person tennis racket
1794,covid_memes_2794.png,couch truck couch car
1795,covid_memes_4315.png,person person person book backpack chair
1796,covid_memes_933.png,person tie
1797,covid_memes_3871.png,person person chair person person person person person person person person handbag
1798,covid_memes_409.png,person person
1799,covid_memes_2719.png,person book
1800,covid_memes_4803.png,person dog person
1801,covid_memes_411.png,tie tie person person person tv chair
1802,covid_memes_3194.png,person dog
1803,covid_memes_4042.png,person person
1804,covid_memes_4563.png,person person person car
1805,covid_memes_4001.png,person
1806,covid_memes_4785.png,person person person person tie
1807,covid_memes_255.png,teddy bear teddy bear
1808,covid_memes_4532.png,person
1809,covid_memes_3573.png,person person
1810,covid_memes_4277.png,person knife person
1811,covid_memes_3833.png,person tie tie
1812,covid_memes_5113.png,teddy bear person
1813,covid_memes_3631.png,person person
1814,covid_memes_765.png,person person person person person person person bench skateboard handbag person
1815,covid_memes_2572.png,person
1816,covid_memes_3883.png,clock sink clock
1817,covid_memes_3580.png,person tie person
1818,covid_memes_5701.png,person person person person baseball bat person chair
1819,covid_memes_3257.png,person
1820,covid_memes_5425.png,
1821,covid_memes_2306.png,person
1822,covid_memes_2472.png,person tennis racket wine glass
1823,covid_memes_2333.png,person person tie person person person
1824,covid_memes_2774.png,person tie potted plant potted plant bird
1825,covid_memes_2164.png,person person
1826,covid_memes_2454.png,tv
1827,covid_memes_3202.png,person person person person clock tv
1828,covid_memes_2993.png,person baseball glove person
1829,covid_memes_696.png,person
1830,covid_memes_616.png,person person person person tie person person
1831,covid_memes_2873.png,toilet teddy bear teddy bear fire hydrant
1832,covid_memes_4575.png,person wine glass
1833,covid_memes_450.png,chair person
1834,covid_memes_5026.png,
1835,covid_memes_2239.png,
1836,covid_memes_2383.png,person tie
1837,covid_memes_3454.png,person person person person person person person person backpack person person person person
1838,covid_memes_4641.png,vase bird
1839,covid_memes_86.png,person person person person cell phone person
1840,covid_memes_2319.png,person tie
1841,covid_memes_2845.png,person person
1842,covid_memes_3585.png,person person person person person
1843,covid_memes_5550.png,person tie
1844,covid_memes_5120.png,broccoli
1845,covid_memes_2177.png,person person person person
1846,covid_memes_3106.png,person bottle tie person tie person
1847,covid_memes_5218.png,person person
1848,covid_memes_4104.png,person
1849,covid_memes_4981.png,person
1850,covid_memes_3277.png,person boat boat apple
1851,covid_memes_2736.png,person
1852,covid_memes_3083.png,person bottle person teddy bear teddy bear
1853,covid_memes_575.png,book
1854,covid_memes_4824.png,cat person
1855,covid_memes_5712.png,person tie tie person chair cup person
1856,covid_memes_2238.png,sports ball person book tie tie
1857,covid_memes_432.png,
1858,covid_memes_2276.png,person person person tie person person tie person person
1859,covid_memes_3311.png,person person person
1860,covid_memes_364.png,person person bottle bottle bottle bottle bottle bowl sports ball bottle
1861,covid_memes_867.png,dog bed
1862,covid_memes_3235.png,person person
1863,covid_memes_3834.png,cell phone
1864,covid_memes_2500.png,cat cat person person person person person person cat person person person person person
1865,covid_memes_2258.png,person person chair
1866,covid_memes_2790.png,person person
1867,covid_memes_4085.png,person person person person chair
1868,covid_memes_3019.png,person person person person chair bus
1869,covid_memes_3699.png,person tv tv
1870,covid_memes_5733.png,
1871,covid_memes_2286.png,person
1872,covid_memes_533.png,person person
1873,covid_memes_4770.png,person person
1874,covid_memes_412.png,person person person donut
1875,covid_memes_3316.png,person
1876,covid_memes_3954.png,
1877,covid_memes_4688.png,person
1878,covid_memes_4286.png,dog car car car car car car car car car car car car car
1879,covid_memes_4.png,person
1880,covid_memes_843.png,person tie person person laptop person person person person clock baseball bat person person person person laptop
1881,covid_memes_5744.png,person
1882,covid_memes_4637.png,bottle person person suitcase suitcase
1883,covid_memes_4335.png,person person person dog
1884,covid_memes_3096.png,person person person person tie
1885,covid_memes_2808.png,sheep sheep sheep sheep dog sheep
1886,covid_memes_3068.png,person bench
1887,covid_memes_3555.png,person bicycle bicycle
1888,covid_memes_2968.png,person person person person person person person tie tie
1889,covid_memes_2395.png,person
1890,covid_memes_5638.png,dog
1891,covid_memes_4403.png,person person
1892,covid_memes_3100.png,person tie tie remote
1893,covid_memes_5139.png,person tie teddy bear person fire hydrant
1894,covid_memes_389.png,person
1895,covid_memes_5751.png,person person tie
1896,covid_memes_5601.png,person tie person person
1897,covid_memes_3186.png,person person person person person person
1898,covid_memes_4059.png,person person tie tie person tie pizza person
1899,covid_memes_2359.png,person
1900,covid_memes_36.png,
1901,covid_memes_2310.png,person person person tie potted plant potted plant
1902,covid_memes_2355.png,person person person cell phone person
1903,covid_memes_2396.png,person
1904,covid_memes_2312.png,person person
1905,covid_memes_3727.png,person
1906,covid_memes_2833.png,dog keyboard
1907,covid_memes_757.png,person
1908,covid_memes_4115.png,person person person tie
1909,covid_memes_2864.png,person cup
1910,covid_memes_3309.png,person person person person person person
1911,covid_memes_4530.png,person person person person potted plant
1912,covid_memes_3733.png,person person person chair
1913,covid_memes_4797.png,person person cup bowl
1914,covid_memes_3764.png,person person person
1915,covid_memes_3754.png,person car book
1916,covid_memes_862.png,cat
1917,covid_memes_2836.png,cup remote keyboard
1918,covid_memes_2598.png,person person tie person tie tie
1919,covid_memes_5420.png,person book cup
1920,covid_memes_453.png,person tie person tie person
1921,covid_memes_3533.png,
1922,covid_memes_4769.png,person chair remote
1923,covid_memes_4020.png,person person person person person
1924,covid_memes_5682.png,person person tie tie
1925,covid_memes_2652.png,person
1926,covid_memes_635.png,person
1927,covid_memes_3120.png,dog person person
1928,covid_memes_4817.png,cup person
1929,covid_memes_833.png,sheep sheep sheep sheep sheep sheep bird
1930,covid_memes_4390.png,person backpack person
1931,covid_memes_670.png,
1932,covid_memes_5437.png,person tie person microwave
1933,covid_memes_2244.png,bird backpack
1934,covid_memes_5417.png,person person person person
1935,covid_memes_252.png,person person person person
1936,covid_memes_4673.png,
1937,covid_memes_2455.png,person person
1938,covid_memes_855.png,cat
1939,covid_memes_2532.png,person person tie person
1940,covid_memes_2521.png,person person person person
1941,covid_memes_2637.png,person laptop keyboard tv laptop
1942,covid_memes_4543.png,person
1943,covid_memes_4633.png,person
1944,covid_memes_2342.png,person person person
1945,covid_memes_5421.png,person tv
1946,covid_memes_2371.png,person person person person person apple person
1947,covid_memes_302.png,person motorcycle
1948,covid_memes_5614.png,bottle bottle person vase person bottle
1949,covid_memes_2506.png,person parking meter vase
1950,covid_memes_4451.png,dog person
1951,covid_memes_3307.png,person person person tie person person person sink
1952,covid_memes_5750.png,person tie banana
1953,covid_memes_2315.png,person tie
1954,covid_memes_4346.png,person tennis racket person
1955,covid_memes_5643.png,person person
1956,covid_memes_3694.png,person airplane
1957,covid_memes_3220.png,cat dog cat
1958,covid_memes_3734.png,person backpack
1959,covid_memes_2543.png,person
1960,covid_memes_5439.png,person tie
1961,covid_memes_5480.png,person tie car
1962,covid_memes_2558.png,tie person
1963,covid_memes_971.png,person person person person tie dog tie teddy bear
1964,covid_memes_2434.png,person tie person person person person
1965,covid_memes_2297.png,person person wine glass person person
1966,covid_memes_3241.png,person person person person person person person person person person person person tie person person
1967,covid_memes_3333.png,person person
1968,covid_memes_2972.png,person
1969,covid_memes_2453.png,person person tie person
1970,covid_memes_2303.png,person person
1971,covid_memes_3655.png,person person person person person person cup
1972,covid_memes_4280.png,broccoli teddy bear
1973,covid_memes_4839.png,person
1974,covid_memes_3628.png,person person
1975,covid_memes_4068.png,teddy bear teddy bear person sink
1976,covid_memes_5732.png,person tie person person person cell phone cell phone
1977,covid_memes_4288.png,person person refrigerator
1978,covid_memes_2329.png,
1979,covid_memes_4257.png,person person bicycle motorcycle person
1980,covid_memes_4620.png,person
1981,covid_memes_2565.png,person backpack traffic light person traffic light
1982,covid_memes_752.png,person chair person dog
1983,covid_memes_3269.png,person person tie tie book book book book book book book book book
1984,covid_memes_2959.png,
1985,covid_memes_4642.png,book
1986,covid_memes_3708.png,person
1987,covid_memes_873.png,person person person vase
1988,covid_memes_345.png,person cell phone
1989,covid_memes_4756.png,book person person book
1990,covid_memes_4623.png,person person dog
1991,covid_memes_303.png,person cup donut
1992,covid_memes_45.png,person person person person refrigerator person person person
1993,covid_memes_510.png,person remote
1994,covid_memes_2585.png,person tie
1995,covid_memes_4887.png,person
1996,covid_memes_2373.png,person vase vase
1997,covid_memes_2920.png,person potted plant elephant potted plant
1998,covid_memes_4400.png,tv sports ball
1999,covid_memes_3791.png,person person tie tie
2000,covid_memes_2028.png,person
2001,covid_memes_2002.png,person person cup
2002,covid_memes_1639.png,person person tie tie
2003,covid_memes_1569.png,person person person tie
2004,covid_memes_1297.png,person horse wine glass
2005,covid_memes_115.png,person
2006,covid_memes_1841.png,person
2007,covid_memes_1169.png,person
2008,covid_memes_1268.png,sink
2009,covid_memes_2149.png,person person person
2010,covid_memes_1497.png,person chair person person potted plant tv chair cup couch
2011,covid_memes_1145.png,
2012,covid_memes_1956.png,person tv
2013,covid_memes_182.png,person
2014,covid_memes_1711.png,person person
2015,covid_memes_2097.png,person person person person person person
2016,covid_memes_1982.png,person person person person person person person person person person
2017,covid_memes_1263.png,person person person person laptop person traffic light bottle
2018,covid_memes_117.png,person tie donut
2019,covid_memes_1628.png,person person
2020,covid_memes_1823.png,person person donut cup
2021,covid_memes_1116.png,person banana
2022,covid_memes_1705.png,person person person person car person person
2023,covid_memes_1267.png,car car car car
2024,covid_memes_2067.png,bottle person person person person bed chair person
2025,covid_memes_1419.png,person tie person
2026,covid_memes_1141.png,person person tie cup
2027,covid_memes_1335.png,person person person person person person person person person
2028,covid_memes_1882.png,person person person person person person person person
2029,covid_memes_1807.png,person
2030,covid_memes_1151.png,person person person person person
2031,covid_memes_1025.png,cake cake sink
2032,covid_memes_1740.png,person person person person person person person person person
2033,covid_memes_1345.png,person
2034,covid_memes_129.png,person chair
2035,covid_memes_1433.png,person person person
2036,covid_memes_2021.png,
2037,covid_memes_1001.png,person
2038,covid_memes_1923.png,teddy bear
2039,covid_memes_1654.png,person person person truck
2040,covid_memes_1463.png,cat dog person dog dog
2041,covid_memes_1854.png,cat
2042,covid_memes_1393.png,person person person
2043,covid_memes_120.png,bird tie
2044,covid_memes_1741.png,
2045,covid_memes_1908.png,person person person tv person handbag person
2046,covid_memes_2089.png,person
2047,covid_memes_1069.png,person tie person person person person person dog
2048,covid_memes_1327.png,sink sink toilet sink
2049,covid_memes_1567.png,person tie
2050,covid_memes_1260.png,
2051,covid_memes_1229.png,car person
2052,covid_memes_1805.png,person
2053,covid_memes_177.png,person tie
2054,covid_memes_2104.png,person bottle
2055,covid_memes_1480.png,person person person toilet
2056,covid_memes_1481.png,tv tv person tv
2057,covid_memes_1222.png,person person person person person traffic light person person
2058,covid_memes_1586.png,person person backpack
2059,covid_memes_1867.png,bottle bottle bottle bottle
2060,covid_memes_1469.png,person book
2061,covid_memes_2053.png,person person chair
2062,covid_memes_1870.png,clock
2063,covid_memes_1289.png,person parking meter chair
2064,covid_memes_1846.png,cat cat
2065,covid_memes_1682.png,person
2066,covid_memes_146.png,person person tv dog tie wine glass
2067,covid_memes_1619.png,person person person person person chair
2068,covid_memes_1015.png,person bowl dining table wine glass
2069,covid_memes_1844.png,person
2070,covid_memes_2135.png,person sports ball person
2071,covid_memes_1418.png,person person
2072,covid_memes_1918.png,person person
2073,covid_memes_1154.png,person car
2074,covid_memes_1232.png,teddy bear parking meter person teddy bear
2075,covid_memes_2137.png,person person person person person person person
2076,covid_memes_20.png,person sports ball
2077,covid_memes_2070.png,person banana
2078,covid_memes_210.png,person wine glass wine glass wine glass
2079,covid_memes_1901.png,person person
2080,covid_memes_1204.png,person
2081,covid_memes_1003.png,person person
2082,covid_memes_1924.png,person
2083,covid_memes_1508.png,
2084,covid_memes_1309.png,person person
2085,covid_memes_1097.png,person person
2086,covid_memes_1374.png,person person
2087,covid_memes_1428.png,person couch person sheep tie
2088,covid_memes_1056.png,
2089,covid_memes_1545.png,person person person bottle
2090,covid_memes_1341.png,person
2091,covid_memes_1775.png,person person person person person person
2092,covid_memes_2130.png,person tv
2093,covid_memes_1672.png,person person bed
2094,covid_memes_212.png,chair teddy bear
2095,covid_memes_1324.png,person
2096,covid_memes_2099.png,tie person person person
2097,covid_memes_1520.png,book person person
2098,covid_memes_1564.png,person person person person sports ball person
2099,covid_memes_1035.png,person person
2100,covid_memes_1499.png,person
2101,covid_memes_1383.png,person person chair
2102,covid_memes_1916.png,person
2103,covid_memes_1093.png,person remote
2104,covid_memes_1615.png,person
2105,covid_memes_1857.png,person person zebra person
2106,covid_memes_2069.png,bottle person bottle
2107,covid_memes_202.png,person person person person person kite
2108,covid_memes_125.png,person person person baseball glove wine glass bottle
2109,covid_memes_1762.png,person person
2110,covid_memes_1750.png,person person person
2111,covid_memes_1957.png,person person person person person
2112,covid_memes_1362.png,person person person person person
2113,covid_memes_1120.png,person person person chair bottle cup
2114,covid_memes_1971.png,person
2115,covid_memes_118.png,person bird teddy bear
2116,covid_memes_1478.png,person person person person person person person baseball glove
2117,covid_memes_1996.png,person
2118,covid_memes_1529.png,person dog person cat tv
2119,covid_memes_119.png,person person
2120,covid_memes_1627.png,teddy bear teddy bear
2121,covid_memes_1027.png,
2122,covid_memes_207.png,person
2123,covid_memes_1210.png,clock bowl bowl
2124,covid_memes_1011.png,person
2125,covid_memes_2064.png,person person bottle person
2126,covid_memes_1644.png,person cell phone person
2127,covid_memes_1663.png,person
2128,covid_memes_1939.png,person person
2129,covid_memes_1722.png,person person book person book
